source,source_id,name,address,city,neighborhood,lat,lon,clover_url,slug,category,google_rating,review_count,ordering_status,flags
inferred,dancing-yak-san-francisco,DANCING YAK,280 Valencia Street,San Francisco,Mission Dolores,37.7683585,-122.4223963,https://dancing-yak-san-francisco.cloveronline.com,dancing-yak-san-francisco,restaurants,,,,inferred-not-in-any-map;address-from-osm-name-match
inferred,krispy-krunchy-chicken-san-francisco,KRISPY KRUNCHY CHICKEN,2126 Irving Street,San Francisco,Outer Sunset,37.763531,-122.4808526,https://krispy-krunchy-chicken-san-francisco.cloveronline.com,krispy-krunchy-chicken-san-francisco,restaurants,,,,inferred-not-in-any-map;address-from-osm-name-match
inferred,taqueria-san-jose-san-francisco,TAQUERIA SAN JOSE,2839 Mission Street,San Francisco,Mission,37.751592,-122.4182331,https://taqueria-san-jose-san-francisco.cloveronline.com,taqueria-san-jose-san-francisco,restaurants,,,,inferred-not-in-any-map;address-from-osm-name-match
