name,address,neighborhood,lat,lon,clover_url,category,google_rating,review_count,sources,verified,notes
IL Canto Cafe,475 Sacramento St,Financial District,37.794058,-122.400686,https://il-canto-cafe-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Izakaya Sozai,"1500 Irving Street, San Francisco, CA",Inner Sunset,37.763847,-122.474121,https://izakaya-sozai-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Izakaya Yoki,"900 Bush St #c101, San Francisco, CA",Lower Nob Hill,37.789895,-122.4123,https://izakaya-yoki-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
Java on Ocean,"1700 Ocean Ave, San Francisco, CA",Westwood Park,37.724929,-122.460098,https://java-on-ocean-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Jims By MLVS,"2420 Mission St, San Francisco, CA",Mission,37.758267,-122.419358,https://jims-by-mlvs.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Joe's Ice Cream,5420 Geary Blvd,Inner Richmond,37.780645,-122.477758,https://joes-ice-cream-san-francisco-2.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Judahlicious,3906 Judah St,Outer Sunset,37.760647,-122.50398,https://judahlicious-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
K. Minamoto San Francisco,"648 Market St, San Francisco, CA",Downtown / Union Square,37.78849,-122.402732,https://k-minamoto-san-francisco-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
Kava Indian Cuisine,"2151 Lombard Street, San Francisco, CALIFORNIA",Union Street,37.799512,-122.436837,https://kava-indian-cuisine-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Keiths Chicken N Waffles,"270 San Pedro Rd, Daly City, CA",Daly City,37.686946,-122.469597,https://keiths-chicken-n-waffles-daly-city.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:paze-confidence-medium; awardhelper:possible-inactive; nextcard:ordering-disabled
Kenny's Cafe,"640 Crespi Dr, Pacifica, CA",Pacifica,37.596965,-122.497801,https://kennys-cafe-pacifica.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
KRISPY KRUNCHY CHICKEN,2126 Irving Street,Outer Sunset,37.763531,-122.480853,https://krispy-krunchy-chicken-san-francisco.cloveronline.com,restaurants,,,inferred,,paze-on-storefront=yes; single-source(inferred); address-from-osm-name-match; inferred-not-in-any-map
L&L Hwn BBQ - Eg,"7419 Laguna Blvd #120, Elk Grove, CA",Elk Grove,38.424392,-121.417232,https://ll-hawaiian-barbecue-millbrae.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled; outside-target-area(Elk Grove); storefront-city(ELK GROVE)
La Oaxaquena,2128 Mission St,Mission,37.762911,-122.419671,https://la-oaxaquena-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
La Travesia,1022 Bush St,Lower Nob Hill,37.789721,-122.41423,https://la-travesia-san-francisco-2.cloveronline.com,restaurants,4.8,,nextcard,,paze-on-storefront=yes; single-source(nextcard)
Las Mestizas,"2280 Chestnut Street, San Francisco, CA",Marina,37.800402,-122.440889,https://las-mestizas-san-francisco-2.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Lelenitas Cakes,"3743 Mission St, San Francisco, CA",Holly Park,37.736568,-122.423875,https://lelenitas-cakes-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Little Delhi,"83 Eddy St, San Francisco, CA",Downtown / Union Square,37.784257,-122.409013,https://little-delhi-san-francisco-2.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Little Lucca - Ssf,"724 El Camino Real, South San Francisco, CA",South San Francisco,37.650884,-122.430642,https://little-lucca-ssf-south-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard)
Lorenzo's Sandwich Shop,"911 Villa Ave, Belmont, CA",Belmont,37.512769,-122.293375,https://lorenzos-sandwich-shop-belmont.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; nextcard:ordering-disabled
Los Hermanos Mex Rest,"2026 Chestnut Street, San Francisco, CALIFORNIA",Marina,37.800915,-122.437,https://loshermanosmexicansf.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
Los Yaquis Folsom,"3214 Folsom Street, San Francisco, CA",Bernal Heights,37.746905,-122.413782,https://los-yaquis-folsom-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Luisa Restaurant Inc,"759 Columbus Ave, San Francisco, CA",Russian Hill,37.801643,-122.412371,https://luisa-restaurant-inc-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Luisa's on Guerrero Inc.,"1001 Guerrero St, San Francisco, CA",Dolores Heights,37.754964,-122.422968,https://luisas-on-guerrero-inc-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Madam Zola's Fortune - The Midway,"900 Marin St, San Francisco, CA",Central Waterfront,37.749277,-122.385694,https://midway-catering-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,clover-url-dead(unreachable); awardhelper:possible-inactive; nextcard:ordering-disabled
Marina Pizza & Pasta,"2139 Lombard Street, San Francisco, CA",Union Street,37.799502,-122.436676,https://marina-pizza-pasta-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Martha & Bros Coffee.,"3868 24th Street, San Francisco, CA",Noe Valley,37.751786,-122.429007,https://martha-bros-coffee-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Mashaallah Halal Food,"315 5th St, San Francisco, CA",South of Market,37.780098,-122.402901,https://mashaallah-halal-food-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard)
Mazzetti's Bakery,"101 Manor Drive, Pacifica, CALIFORNIA",Pacifica,37.649389,-122.490423,https://mazzettis.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Mellis Cafe,"414 Sutter St, Sf, CA",Downtown / Union Square,37.789503,-122.40741,https://melliscafe.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Mellis Cafe,154 Ellis St,Downtown / Union Square,37.785235,-122.408899,https://mellis-cafe-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Memphis Minnie's BBQ,"576haight Street, San Francisco, CA",Buena Vista,37.771718,-122.443893,https://memphis-minnies-bbq-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Metropolitan Coffee,"720 Market Street, San Francisco, CA",Downtown / Union Square,37.787542,-122.404071,https://metropolitan-coffee-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Mi Yucatan,2845 Mission St,Mission,37.751505,-122.418373,https://mi-yucatan-san-francisco.cloveronline.com,restaurants,4.5,,awardhelper+nextcard,,paze-on-storefront=yes
Michaelis Wine&Spirits,"2198 Union Street, San Francisco, CA",Union Street,37.797282,-122.435377,https://michaelis-wine-sprit-san-francisco.cloveronline.com,Retail & Services,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Mission Street Oyster Bar,2282 Mission St,Mission,37.76058,-122.419439,https://the-mission-street-oyster-bar-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
Modernist Club,"139 Steuart Street, San Francisco, CA",Financial District,37.792908,-122.392392,https://modernist-club-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Momo & Curry Nepal,"435 Broadway, Millbrae, CA",Millbrae,37.601765,-122.393321,https://momocurrynepal-millbrae.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Moonraker Mobile,"105 Rockaway Beach Ave, Pacifica, CA",Pacifica,37.609669,-122.496362,https://moonraker-pacifica.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Moonraker Mobile,"1379 4th St, San Francisco, CA",Mission Bay,37.770895,-122.3903,https://moonraker-mobile-parklabsf.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
My Breakfast House,"1137 Laurel St, San Carlos, CA",San Carlos,37.499717,-122.252738,https://my-breakfast-house-san-carlos.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; coords-outside-area(recovered-by-city+slug)
Naan Point,"851 Cherry Ave, San Bruno, CA",San Bruno,37.62679,-122.425555,https://naan-point-san-bruno.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard)
Naan Point #2,"314 Westlake Center, Daly City, CALIFORNIA",Daly City,37.700553,-122.483475,https://naan-point-2-daly-city.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
New Broadway Bistro,"349 Broadway, Millbrae, CA",Millbrae,37.601066,-122.392436,https://new-broadway-bistro-millbrae.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
New Burma,"659 Townsend Street, San Francisco, CA",Showplace Square,37.770648,-122.402769,https://burma-grub-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
New Eritrea Restaurant & Bar,907 Irving St,Inner Sunset,37.763815,-122.467695,https://new-eritrea-restaurant-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
NG's Cooking,"2268 Westborough Bl #303, South San Francisc, CA",South San Francisco,37.645294,-122.451987,https://ngs-cooking-south-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Nunu’s Cafe,"1724 Mandela Pkwy, Oakland, CA",Oakland,37.813389,-122.290087,https://nunus-cafe-oakland.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; outside-target-area(Oakland); slug-city-mismatch(oakland); storefront-city(OAKLAND)
Osakaya Restaurant,"1737 Post St #370, San Francisco, CA",Japantown,37.785329,-122.430369,https://osakaya-restaurant-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
Paik's Noodle San Carlos,"39 El Camino Real, San Carlos, CA",San Carlos,37.512822,-122.266194,https://paiks-noodle-san-carlos.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; coords-outside-area(recovered-by-city+slug)
Pakwan 16th St,"3180 16th Street, San Francisco, CA",Mission Dolores,37.764939,-122.423647,https://pakwan-restaurant-16th-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Pakwan O'Farrell,"501 O'farrell Street, San Francisco, CA",Tenderloin,37.785571,-122.413196,https://pakwan-ofarrell-san-francisco-2.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Panchitas Restaurant #2,"3091 16th St, San Francisco, CA",Mission,37.76478,-122.421618,https://panchitas-restaurant-2-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard)
Panj-Aab Indian Cuisine,"330 Palmetto Ave Ste D, Pacifica, CA",Pacifica,37.651715,-122.490954,https://pacific-indian-cuisine-pacifica.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Pengu Juice Co.,"3605 Market Street #13, Riverside, CA",Eureka Valley,37.756077,-122.440794,https://pengu-juice-co-riverside.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); coords-in-sf-but-address-says(Riverside); slug-city-mismatch(riverside); storefront-city(RIVERSIDE)
Picaro,3120 16th St,Mission Dolores,37.765053,-122.422474,https://picaro-cafe-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:paze-confidence-medium
Ping Yang Thai,"955 Larkin St, San Francisco, CA",Lower Nob Hill,37.786875,-122.418521,https://pingyangsf.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; nextcard:ordering-disabled
Poke Bowl(Kearny),"33 Kearny St, San Francisco, CA",Downtown / Union Square,37.788347,-122.403721,https://poke-bowls-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,clover-url-dead(unreachable); awardhelper:possible-inactive; nextcard:ordering-disabled
Prado Flowers,"2072 Union Street, San Francisco, CA",Union Street,37.797556,-122.433519,https://prado-flowers-san-francisco.cloveronline.com,Retail & Services,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
Puerto Alegre,546 Valencia St,Mission Dolores,37.764152,-122.421977,https://puerto-alegre-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Quickly,"175 Southgate Avenue, Daly City, CA",Daly City,37.69722,-122.483718,https://quickly-daly-city.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Quickly At Westborough,"2288 Westborough Bouleva, South San Francisco, CA",South San Francisco,37.644364,-122.453227,https://quickly.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Ramen Yamadaya Sf,"1728 Buchanan St 2nd Fl, San Francisco, CA",Japantown,37.786061,-122.429759,https://ramen-yamadaya-sf-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:paze-confidence-medium
Rasoi Restaurant,"1425 Burlingame Avenue, Burlingame, CA",Burlingame,37.577187,-122.348591,https://rasoi-restaurant-burlingame.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Redwood Cafe,"2750 Adeline Dr, Burlingame, CA",Burlingame,37.582898,-122.383082,https://redwood-cafe-burlingame.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Redwood Cafe,"2750 Burlingame Dr, Burlingame, CA",Burlingame,37.574819,-122.351275,https://redwood-cafe-burlingame-2.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Restaurant el Pastorsito,"4780 Mission Street, San Francisco, CALIFORNIA",Cayuga,37.721757,-122.43728,https://restaurant-el-pastorsito-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
RISTORANTE BUON GUSTO,"224 Grand Ave, South San Francisco, CA",South San Francisco,37.655245,-122.408921,https://ristorante-buon-gusto-south-san-francisco.cloveronline.com,restaurants,,,awardhelper,,clover-url-dead(unreachable); single-source(awardhelper); awardhelper:possible-inactive
Rockridge,"525 Cortland Avenue, San Francisco, CA",Bernal Heights,37.739236,-122.416044,https://united-dumplings-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Saffron Grill,"1279 Fulton St, San Francisco, CA",Alamo Square,37.776779,-122.437912,https://saffron-grill-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Salty's,"748 Van Ness Ave, San Francisco, CA",Tenderloin,37.782412,-122.420498,https://saltys-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Samikcha Momo,"146 East 3rd Avenue, San Mateo, CA",San Mateo,37.564439,-122.323539,https://samikcha-momo-san-mateo-2.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Scopo Divino,"2800 California Street, San Francisco, CA",Pacific Heights,37.788228,-122.440683,https://scopo-divino-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Sewa Indian and Nepalese,"815 Clement Street, San Francisco, CA",Inner Richmond,37.782579,-122.46802,https://sewa-indian-and-nepalese-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Sf Grill Restaurant,"799 Valencia Street, San Francisco, CA",Mission,37.759973,-122.421168,https://sf-grill-restaurant-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Sf Kebab,"550 16th Street, San Francisco, CA",Mission Bay,37.76755,-122.39038,https://sf-kebab-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
SF OrganiCA,500 Larkin St,Tenderloin,37.782593,-122.41726,https://sf-organica-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Skywalker Ranch,"5858 Lucas Valley Road, Nicasio, CA",Nicasio,38.05636,-122.655762,https://skywalker-ranch-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; outside-target-area(Nicasio); storefront-city(NICASIO)
Slider Buns,"1202 Sutter St, San Francisco, CA",Lower Nob Hill,37.787879,-122.420362,https://slider-buns-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Sofiya,1098 Sutter St,Lower Nob Hill,37.788102,-122.418371,https://restaurant-sofiya-sf.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
Sofra Grill,"132 Hazelwood Dr, South San Francisc, CA",South San Francisco,37.642234,-122.426379,https://sofra-grill-south-san-francisc.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled
Soltrans Vallejo Transit Center Ticket Office,"311 Sacramento St, Vallejo, CA",Financial District,37.794106,-122.399342,https://soltrans-vallejo-transit-center-ticket-office-vallejo.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; coords-in-sf-but-address-says(Vallejo); slug-city-mismatch(vallejo); storefront-city(VALLEJO)
Soul Blends Coffee,"3207 Louise St, Oakland, CA",Oakland,37.82404,-122.284815,https://blendandbloomcafeoak.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:possible-inactive; nextcard:ordering-disabled; outside-target-area(Oakland); storefront-city(OAKLAND)
SOY GRILL TERIYAKI,"9738 Sf Washington St #w, Portland, OR",South of Market,37.774929,-122.419415,https://soy-grill-teriyaki-portland.cloveronline.com,restaurants,,,awardhelper,,paze-on-storefront=yes; single-source(awardhelper); coords-in-sf-but-address-says(Portland); slug-city-mismatch(portland); state-mismatch(OR); storefront-city(PORTLAND)
Spill the Tea & BBQ Sc,"765 Old County Road #b, San Carlos, CA",San Carlos,37.505706,-122.256837,https://spill-the-tea-bbq-sc-san-carlos.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; coords-outside-area(recovered-by-city+slug)
Sugar Lounge Sf,"377 Hayes St, San Francisco, CA",Civic Center,37.776827,-122.422541,https://sugar-lounge-sf-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; nextcard:ordering-disabled
Sukh Veg & Vegan Food,"2475 Siesta Lane, Oakland, CA",Oakland,37.753399,-122.161416,https://sukh-veg-vegan-food-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; outside-target-area(Oakland); storefront-city(OAKLAND)
Sunset Pizza,"2245 Judah Street, San Francisco, CALIFORNIA",Outer Sunset,37.761119,-122.486317,https://sunset-pizza-san-francisco.cloveronline.com,restaurants,,,nextcard,,paze-on-storefront=yes; single-source(nextcard); nextcard:ordering-disabled
Sushi Time,"2275 Market St, San Francisco, CA",Castro,37.76456,-122.432015,https://sushi-time-san-francisco.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes; awardhelper:paze-confidence-medium; awardhelper:possible-inactive; nextcard:ordering-disabled
Sutter Health Popupstore,"2300 California St #101, San Francisco, CA",Pacific Heights,37.789465,-122.432469,https://sutter-health-powerofone.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
T.L KITCHEN KRISPY KRUNCHY CHICKEN,"177 Eddy St, San Francisco, CA",Tenderloin,37.783967,-122.410458,https://tl-kitchen-krispy-krunchy-chicken-san-francisco.cloveronline.com,restaurants,,,awardhelper,,clover-url-dead(unreachable); single-source(awardhelper); awardhelper:possible-inactive
Tacos el Patron Sf,"1500 S Van Ness Avenue, San Francisco, CA",Mission,37.748949,-122.416157,https://tacos-el-patron-sf-san-francisco-3.cloveronline.com,restaurants,,,awardhelper+nextcard,,paze-on-storefront=yes
TACOS EL PATRON SF.,"1500 Van Ness Avenue #10, San Francisco, CA",Lower Nob Hill,37.789384,-122.420205,https://tacos-el-patron-sf-san-francisco-2.cloveronline.com,restaurants,,,awardhelper,,clover-url-dead(unreachable); single-source(awardhelper); awardhelper:possible-inactive
